methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner,workerType,preferenceStrength,confidence,comparisonId,promptId,source,category,subjectStudy,highestLevelDegree
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-0c78589d572b424790400a47f643e414,A,expert:sad_jang,,,2024-05-22 09:30:20.043810,A-is-clearly-better,expert,clearly,absolutely-confident,0c78589d572b424790400a47f643e414,5e93e5056ec740eebebe06ea427cc907,lmsys/chatbot_arena_conversations,Classify,Mathematics,Mathematics and statistics
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-72444cc6b89a428f88bd7c819faa584f,draw,expert:eager_yalow,,,2024-05-25 12:06:23.799637,Tie,expert,tie,absolutely-confident,72444cc6b89a428f88bd7c819faa584f,5e9b8b7535f849a6b06c130f93400bc2,lmsys/chatbot_arena_conversations,Brainstorm,Music,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-72444cc6b89a428f88bd7c819faa584f,B,expert:upbeat_ptolemy,,,2024-05-25 13:01:49.648869,B-is-clearly-better,expert,clearly,absolutely-confident,72444cc6b89a428f88bd7c819faa584f,5e9b8b7535f849a6b06c130f93400bc2,lmsys/chatbot_arena_conversations,Brainstorm,Music,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-3a72b1d8d2254228ad5746d615621798,B,expert:festive_mayer,,,2024-05-28 16:01:59.224995,B-is-clearly-better,expert,clearly,absolutely-confident,3a72b1d8d2254228ad5746d615621798,5e9b8b7535f849a6b06c130f93400bc2,lmsys/chatbot_arena_conversations,Brainstorm,Music,Arts & Humanities
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-3a72b1d8d2254228ad5746d615621798,B,expert:eager_yalow,,,2024-05-28 16:21:41.955872,B-is-slightly-better,expert,slightly,fairly-confident,3a72b1d8d2254228ad5746d615621798,5e9b8b7535f849a6b06c130f93400bc2,lmsys/chatbot_arena_conversations,Brainstorm,Music,Arts & Humanities
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-c5cdf761dfd24e988bb0be68faae12a6,B,expert:affectionate_wing,,,2024-05-27 03:53:20.500913,B-is-clearly-better,expert,clearly,absolutely-confident,c5cdf761dfd24e988bb0be68faae12a6,5ed2f65d0c074dc393bc506c77cf865f,anthropic/helpful-base,Open QA,Sports,"Engineering, manufacturing and construction"
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-c5cdf761dfd24e988bb0be68faae12a6,A,expert:musing_turing,,,2024-05-22 22:05:06.530512,A-is-clearly-better,expert,clearly,absolutely-confident,c5cdf761dfd24e988bb0be68faae12a6,5ed2f65d0c074dc393bc506c77cf865f,anthropic/helpful-base,Open QA,Sports,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-08979ce5222b43c886709ec4cb9e1e46,B,expert:condescending_visvesvaraya,,,2024-05-26 17:53:04.771677,B-is-slightly-better,expert,slightly,absolutely-confident,08979ce5222b43c886709ec4cb9e1e46,5ed2f65d0c074dc393bc506c77cf865f,anthropic/helpful-base,Open QA,Sports,"Engineering, manufacturing and construction"
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-08979ce5222b43c886709ec4cb9e1e46,draw,expert:musing_turing,,,2024-05-26 17:57:08.933097,Tie,expert,tie,absolutely-confident,08979ce5222b43c886709ec4cb9e1e46,5ed2f65d0c074dc393bc506c77cf865f,anthropic/helpful-base,Open QA,Sports,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-b9e58c770098479c89c7df09a9e2ba9a,B,expert:agitated_gates,,,2024-05-21 23:10:50.407948,B-is-clearly-better,expert,clearly,fairly-confident,b9e58c770098479c89c7df09a9e2ba9a,5edd3492aac243029a3bc8d80daba507,anthropic/helpful-base,Open QA,Travel and Tourism,Natural sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-b9e58c770098479c89c7df09a9e2ba9a,B,expert:mystifying_mestorf,,,2024-05-22 02:57:59.845323,B-is-clearly-better,expert,clearly,absolutely-confident,b9e58c770098479c89c7df09a9e2ba9a,5edd3492aac243029a3bc8d80daba507,anthropic/helpful-base,Open QA,Travel and Tourism,Natural sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3c73aa89dfae41c3805134b5018c17dc,B,expert:pedantic_spence,,,2024-05-16 16:06:04.694638,B-is-slightly-better,expert,slightly,fairly-confident,3c73aa89dfae41c3805134b5018c17dc,5f0746c1a7c14a539cb9dc82727adc6c,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-3c73aa89dfae41c3805134b5018c17dc,draw,expert:wonderful_leavitt,,,2024-05-26 20:58:52.460200,Tie,expert,tie,fairly-confident,3c73aa89dfae41c3805134b5018c17dc,5f0746c1a7c14a539cb9dc82727adc6c,lmsys/chatbot_arena_conversations,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-2680f567d9724b238665251a2eab3609,draw,expert:dashing_hypatia,,,2024-05-26 00:24:09.444561,Tie,expert,tie,absolutely-confident,2680f567d9724b238665251a2eab3609,5f24561526934fe49cad27f4208fd350,allenai/WildChat,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-2680f567d9724b238665251a2eab3609,B,expert:xenodochial_varahamihira,,,2024-05-26 12:53:58.474804,B-is-clearly-better,expert,clearly,absolutely-confident,2680f567d9724b238665251a2eab3609,5f24561526934fe49cad27f4208fd350,allenai/WildChat,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fb8431e13735449fbccfa6d4e916d146,draw,expert:lucid_dijkstra,,,2024-05-29 01:23:39.121110,Tie,expert,tie,absolutely-confident,fb8431e13735449fbccfa6d4e916d146,5f24561526934fe49cad27f4208fd350,allenai/WildChat,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-7b,meta-llama/Llama-2-70b-chat-hf,False,multipref-fb8431e13735449fbccfa6d4e916d146,draw,expert:modest_euclid,,,2024-05-29 01:34:49.183320,Tie,expert,tie,absolutely-confident,fb8431e13735449fbccfa6d4e916d146,5f24561526934fe49cad27f4208fd350,allenai/WildChat,Open QA,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-532d251c8514418d9b0ca5ec0841db7c,B,expert:relaxed_roentgen,,,2024-05-25 11:06:19.183937,B-is-slightly-better,expert,slightly,absolutely-confident,532d251c8514418d9b0ca5ec0841db7c,5f276ba796874bf18f19f81075b4849c,anthropic/helpful-base,Open QA,Psychology,Social Sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-532d251c8514418d9b0ca5ec0841db7c,B,expert:clever_bardeen,,,2024-05-25 19:24:03.055852,B-is-slightly-better,expert,slightly,fairly-confident,532d251c8514418d9b0ca5ec0841db7c,5f276ba796874bf18f19f81075b4849c,anthropic/helpful-base,Open QA,Psychology,Social Sciences
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-d7c718a7a5904945a7ccff6c277c334b,B,expert:agitated_pasteur,,,2024-05-25 00:58:55.642849,B-is-clearly-better,expert,clearly,absolutely-confident,d7c718a7a5904945a7ccff6c277c334b,5f478acf19dd41e998e0400924867c1c,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-d7c718a7a5904945a7ccff6c277c334b,A,expert:mystifying_goodall,,,2024-05-25 08:37:53.997463,A-is-slightly-better,expert,slightly,fairly-confident,d7c718a7a5904945a7ccff6c277c334b,5f478acf19dd41e998e0400924867c1c,allenai/WildChat,Generation,Art and/or design,Arts & Humanities
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-c36ccb9c85dc46d080a19ea08c52182d,A,expert:lucid_dijkstra,,,2024-05-27 00:07:49.712866,A-is-clearly-better,expert,clearly,absolutely-confident,c36ccb9c85dc46d080a19ea08c52182d,5f4e616bd5084c23950e3c675b5dacb1,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-c36ccb9c85dc46d080a19ea08c52182d,B,expert:distracted_rosalind,,,2024-05-27 00:53:08.858917,B-is-clearly-better,expert,clearly,absolutely-confident,c36ccb9c85dc46d080a19ea08c52182d,5f4e616bd5084c23950e3c675b5dacb1,lmsys/chatbot_arena_conversations,Coding,Computer Science,Information and Communication Technologies
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-70d7dd0ae1fe4572bce5acdf78cf20c5,B,expert:dreamy_sinoussi,,,2024-05-28 11:59:05.127673,B-is-slightly-better,expert,slightly,fairly-confident,70d7dd0ae1fe4572bce5acdf78cf20c5,5f680c96f01c4a08952a66e70ce7b866,lmsys/sharegpt-vicuna,Open QA,Mathematics,Mathematics and statistics
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-70d7dd0ae1fe4572bce5acdf78cf20c5,B,expert:sad_jang,,,2024-05-27 21:57:04.486662,B-is-clearly-better,expert,clearly,absolutely-confident,70d7dd0ae1fe4572bce5acdf78cf20c5,5f680c96f01c4a08952a66e70ce7b866,lmsys/sharegpt-vicuna,Open QA,Mathematics,Mathematics and statistics
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-d0f76be540884f148c44ffc7404b12df,B,expert:sad_jang,,,2024-05-21 20:57:01.828983,B-is-clearly-better,expert,clearly,absolutely-confident,d0f76be540884f148c44ffc7404b12df,5f680c96f01c4a08952a66e70ce7b866,lmsys/sharegpt-vicuna,Open QA,Mathematics,Mathematics and statistics
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-d0f76be540884f148c44ffc7404b12df,A,expert:dreamy_sinoussi,,,2024-05-23 14:26:52.906574,A-is-clearly-better,expert,clearly,absolutely-confident,d0f76be540884f148c44ffc7404b12df,5f680c96f01c4a08952a66e70ce7b866,lmsys/sharegpt-vicuna,Open QA,Mathematics,Mathematics and statistics
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-1f7ed1e599d14db0a78e418f04ade24b,draw,expert:vibrant_blackwell,,,2024-05-14 21:07:22.726763,Tie,expert,tie,absolutely-confident,1f7ed1e599d14db0a78e418f04ade24b,5f7a80e678664690beb6c1adaee8eca4,lmsys/sharegpt-vicuna,Rewrite,English Language,Education
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-1f7ed1e599d14db0a78e418f04ade24b,B,expert:vigorous_shannon,,,2024-05-15 00:34:01.196292,B-is-clearly-better,expert,clearly,fairly-confident,1f7ed1e599d14db0a78e418f04ade24b,5f7a80e678664690beb6c1adaee8eca4,lmsys/sharegpt-vicuna,Rewrite,English Language,Education
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-445d1706d22b438c849165d78da8bbb8,B,expert:cool_feynman,,,2024-05-23 23:39:45.116181,B-is-clearly-better,expert,clearly,fairly-confident,445d1706d22b438c849165d78da8bbb8,5f876ba114ba49b7ba9f75d6d72a3062,anthropic/harmless-base,Open QA,Dentistry,Health and welfare
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-445d1706d22b438c849165d78da8bbb8,B,expert:hardcore_booth,,,2024-05-23 23:56:40.040333,B-is-clearly-better,expert,clearly,absolutely-confident,445d1706d22b438c849165d78da8bbb8,5f876ba114ba49b7ba9f75d6d72a3062,anthropic/harmless-base,Open QA,Dentistry,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-50cf64c743f740f98d58dd3250ba2735,A,expert:optimistic_newton,,,2024-05-14 18:32:49.464622,A-is-slightly-better,expert,slightly,fairly-confident,50cf64c743f740f98d58dd3250ba2735,5f876ba114ba49b7ba9f75d6d72a3062,anthropic/harmless-base,Open QA,Dentistry,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-50cf64c743f740f98d58dd3250ba2735,B,expert:youthful_austin,,,2024-05-14 18:42:14.541056,B-is-slightly-better,expert,slightly,fairly-confident,50cf64c743f740f98d58dd3250ba2735,5f876ba114ba49b7ba9f75d6d72a3062,anthropic/harmless-base,Open QA,Dentistry,Health and welfare
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-bcc1a543ef3749a59f533eac8b1485c0,B,expert:sad_jang,,,2024-05-21 19:52:35.444710,B-is-slightly-better,expert,slightly,fairly-confident,bcc1a543ef3749a59f533eac8b1485c0,5f898ff9260a4a2c82c127cb131b9633,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
allenai/tulu-2-7b,allenai/tulu-2-70b,False,multipref-bcc1a543ef3749a59f533eac8b1485c0,B,expert:affectionate_shirley,,,2024-05-22 20:20:06.523481,B-is-slightly-better,expert,slightly,not-confident,bcc1a543ef3749a59f533eac8b1485c0,5f898ff9260a4a2c82c127cb131b9633,lmsys/chatbot_arena_conversations,Open QA,Mathematics,Mathematics and statistics
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-7fb4bd09887741949ffd943033c35730,draw,expert:nervous_stallman,,,2024-05-25 22:10:50.408850,Tie,expert,tie,absolutely-confident,7fb4bd09887741949ffd943033c35730,5fc70b5882824b589807663a1837e8b9,anthropic/harmless-base,Open QA,Education,Education
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-7fb4bd09887741949ffd943033c35730,A,expert:heuristic_goldberg,,,2024-05-25 22:25:10.246007,A-is-slightly-better,expert,slightly,absolutely-confident,7fb4bd09887741949ffd943033c35730,5fc70b5882824b589807663a1837e8b9,anthropic/harmless-base,Open QA,Education,Education
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d614b32739a64159b972f53f3e529e74,B,expert:thirsty_newton,,,2024-05-28 07:40:39.974988,B-is-slightly-better,expert,slightly,fairly-confident,d614b32739a64159b972f53f3e529e74,5fcd39c7eaa2416691893aba669f5e4f,anthropic/helpful-base,Open QA,History,History
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-d614b32739a64159b972f53f3e529e74,A,expert:hardcore_leakey,,,2024-05-29 03:28:23.106146,A-is-slightly-better,expert,slightly,fairly-confident,d614b32739a64159b972f53f3e529e74,5fcd39c7eaa2416691893aba669f5e4f,anthropic/helpful-base,Open QA,History,History
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-51f5d1f10aa64f088eb1c105025bd229,B,expert:confident_wozniak,,,2024-05-28 19:45:44.941147,B-is-slightly-better,expert,slightly,fairly-confident,51f5d1f10aa64f088eb1c105025bd229,5fcf960eb71f4000884831cef24e1445,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
allenai/tulu-2-7b,gpt-3.5-turbo-0125,False,multipref-51f5d1f10aa64f088eb1c105025bd229,A,expert:sleepy_hugle,,,2024-05-28 20:29:11.876021,A-is-slightly-better,expert,slightly,absolutely-confident,51f5d1f10aa64f088eb1c105025bd229,5fcf960eb71f4000884831cef24e1445,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-06157d42e3a040048a61a6bb3e0c4abf,B,expert:stupefied_sinoussi,,,2024-05-23 11:21:56.293201,B-is-slightly-better,expert,slightly,absolutely-confident,06157d42e3a040048a61a6bb3e0c4abf,5fcf960eb71f4000884831cef24e1445,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Llama-2-70b-chat-hf,False,multipref-06157d42e3a040048a61a6bb3e0c4abf,A,expert:vigilant_rosalind,,,2024-05-23 13:27:51.856310,A-is-slightly-better,expert,slightly,not-confident,06157d42e3a040048a61a6bb3e0c4abf,5fcf960eb71f4000884831cef24e1445,anthropic/helpful-base,Open QA,Health and Medicine,Health and welfare
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-cefc28daffb24f768db51d2e56e7c57c,B,expert:adoring_lumiere,,,2024-05-14 18:39:12.209958,B-is-clearly-better,expert,clearly,absolutely-confident,cefc28daffb24f768db51d2e56e7c57c,5fdc889f122d474d86f4d1bb5d7b83be,anthropic/helpful-base,Open QA,Sports,Health and welfare
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-cefc28daffb24f768db51d2e56e7c57c,B,expert:laughing_newton,,,2024-05-14 18:41:06.200163,B-is-slightly-better,expert,slightly,absolutely-confident,cefc28daffb24f768db51d2e56e7c57c,5fdc889f122d474d86f4d1bb5d7b83be,anthropic/helpful-base,Open QA,Sports,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-23cc292ddbe2469b92eb8a1646a29d6f,A,expert:youthful_lewin,,,2024-05-21 20:49:47.259754,A-is-clearly-better,expert,clearly,absolutely-confident,23cc292ddbe2469b92eb8a1646a29d6f,5fdc889f122d474d86f4d1bb5d7b83be,anthropic/helpful-base,Open QA,Sports,Health and welfare
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-23cc292ddbe2469b92eb8a1646a29d6f,B,expert:youthful_austin,,,2024-05-21 21:17:08.276663,B-is-clearly-better,expert,clearly,absolutely-confident,23cc292ddbe2469b92eb8a1646a29d6f,5fdc889f122d474d86f4d1bb5d7b83be,anthropic/helpful-base,Open QA,Sports,Health and welfare
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-732227be6ee644f684046c533a39190e,A,expert:admiring_ride,,,2024-05-28 10:49:54.787740,A-is-slightly-better,expert,slightly,fairly-confident,732227be6ee644f684046c533a39190e,5ff6fcdc840c4c139dd5e38a2be9cf5e,lmsys/chatbot_arena_conversations,Generation,Physics,Natural sciences
gpt-4-turbo-2024-04-09,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-732227be6ee644f684046c533a39190e,B,expert:serene_bhabha,,,2024-05-28 11:12:23.529024,B-is-slightly-better,expert,slightly,absolutely-confident,732227be6ee644f684046c533a39190e,5ff6fcdc840c4c139dd5e38a2be9cf5e,lmsys/chatbot_arena_conversations,Generation,Physics,Natural sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-4d28cee89e264aa0ae9954ac86b6cd59,B,expert:sad_babbage,,,2024-05-14 19:22:42.936153,B-is-clearly-better,expert,clearly,absolutely-confident,4d28cee89e264aa0ae9954ac86b6cd59,5ffca038f4354c2ea37474650ebd5e22,anthropic/harmless-base,Open QA,Leisure,Social Sciences
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-4d28cee89e264aa0ae9954ac86b6cd59,draw,expert:relaxed_roentgen,,,2024-05-14 19:25:49.581719,Tie,expert,tie,absolutely-confident,4d28cee89e264aa0ae9954ac86b6cd59,5ffca038f4354c2ea37474650ebd5e22,anthropic/harmless-base,Open QA,Leisure,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-291ea0ab80cb4703a8aff52a323fc31a,A,expert:clever_bardeen,,,2024-05-27 16:30:27.422765,A-is-clearly-better,expert,clearly,absolutely-confident,291ea0ab80cb4703a8aff52a323fc31a,5ffca038f4354c2ea37474650ebd5e22,anthropic/harmless-base,Open QA,Leisure,Social Sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-291ea0ab80cb4703a8aff52a323fc31a,B,expert:silly_archimedes,,,2024-05-27 16:42:34.187364,B-is-slightly-better,expert,slightly,not-confident,291ea0ab80cb4703a8aff52a323fc31a,5ffca038f4354c2ea37474650ebd5e22,anthropic/harmless-base,Open QA,Leisure,Social Sciences
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f6b18bdea3d849f2ba43e78f08d86b04,A,expert:elegant_ride,,,2024-05-18 11:23:31.118905,A-is-slightly-better,expert,slightly,fairly-confident,f6b18bdea3d849f2ba43e78f08d86b04,6001116c3690450eb71eb252b6111f79,allenai/WildChat,Generation,English Language,Education
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-f6b18bdea3d849f2ba43e78f08d86b04,A,expert:vibrant_blackwell,,,2024-05-21 21:12:08.222088,A-is-slightly-better,expert,slightly,fairly-confident,f6b18bdea3d849f2ba43e78f08d86b04,6001116c3690450eb71eb252b6111f79,allenai/WildChat,Generation,English Language,Education
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-541d6f9216dd4ccf86ae904bceb86b88,B,expert:elegant_ride,,,2024-05-24 19:00:01.547342,B-is-clearly-better,expert,clearly,fairly-confident,541d6f9216dd4ccf86ae904bceb86b88,6001116c3690450eb71eb252b6111f79,allenai/WildChat,Generation,English Language,Education
gpt-3.5-turbo-0125,meta-llama/Llama-2-70b-chat-hf,False,multipref-541d6f9216dd4ccf86ae904bceb86b88,B,expert:vibrant_blackwell,,,2024-05-26 19:58:36.259795,B-is-clearly-better,expert,clearly,absolutely-confident,541d6f9216dd4ccf86ae904bceb86b88,6001116c3690450eb71eb252b6111f79,allenai/WildChat,Generation,English Language,Education
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-9c08c9cee16e4c9bae50b644b61ec29d,B,expert:thirsty_newton,,,2024-05-25 09:32:24.207692,B-is-clearly-better,expert,clearly,absolutely-confident,9c08c9cee16e4c9bae50b644b61ec29d,600b90eeba4d436da56c01880d1d5dbc,anthropic/helpful-base,Open QA,History,History
allenai/tulu-2-7b,gpt-4-turbo-2024-04-09,False,multipref-9c08c9cee16e4c9bae50b644b61ec29d,B,expert:tender_booth,,,2024-05-25 11:53:32.219471,B-is-clearly-better,expert,clearly,fairly-confident,9c08c9cee16e4c9bae50b644b61ec29d,600b90eeba4d436da56c01880d1d5dbc,anthropic/helpful-base,Open QA,History,History
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-a7fb2225cc0d425fab0a2103a9ad3086,A,expert:tender_booth,,,2024-05-15 08:15:16.298733,A-is-clearly-better,expert,clearly,fairly-confident,a7fb2225cc0d425fab0a2103a9ad3086,600b90eeba4d436da56c01880d1d5dbc,anthropic/helpful-base,Open QA,History,History
allenai/tulu-2-70b,gpt-3.5-turbo-0125,False,multipref-a7fb2225cc0d425fab0a2103a9ad3086,A,expert:hardcore_meninsky,,,2024-05-15 21:21:46.334161,A-is-clearly-better,expert,clearly,absolutely-confident,a7fb2225cc0d425fab0a2103a9ad3086,600b90eeba4d436da56c01880d1d5dbc,anthropic/helpful-base,Open QA,History,History
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-ecfcef4ffd0c43f4a570df7784858bb5,draw,expert:adoring_lumiere,,,2024-05-24 07:40:24.211475,Tie,expert,tie,absolutely-confident,ecfcef4ffd0c43f4a570df7784858bb5,601caf82faa54b3b8c283b621131f87f,anthropic/helpful-base,Open QA,Pharmacology,Health and welfare
gpt-3.5-turbo-0125,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-ecfcef4ffd0c43f4a570df7784858bb5,B,expert:vigilant_rosalind,,,2024-05-24 07:42:46.255355,B-is-slightly-better,expert,slightly,fairly-confident,ecfcef4ffd0c43f4a570df7784858bb5,601caf82faa54b3b8c283b621131f87f,anthropic/helpful-base,Open QA,Pharmacology,Health and welfare
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-11a7403548964ee9a20bb0a53ba843f2,A,expert:condescending_visvesvaraya,,,2024-05-25 21:34:22.582407,A-is-slightly-better,expert,slightly,absolutely-confident,11a7403548964ee9a20bb0a53ba843f2,601f0e2e0c664ec39a4c89283422bb5a,lmsys/sharegpt-vicuna,Open QA,Business,"Engineering, manufacturing and construction"
allenai/tulu-2-70b,meta-llama/Llama-2-70b-chat-hf,False,multipref-11a7403548964ee9a20bb0a53ba843f2,B,expert:youthful_engelbart,,,2024-05-25 21:46:29.994054,B-is-slightly-better,expert,slightly,absolutely-confident,11a7403548964ee9a20bb0a53ba843f2,601f0e2e0c664ec39a4c89283422bb5a,lmsys/sharegpt-vicuna,Open QA,Business,"Engineering, manufacturing and construction"
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4167033f2705464c9b323d89920eec19,B,expert:musing_golick,,,2024-05-22 15:47:09.219008,B-is-clearly-better,expert,clearly,absolutely-confident,4167033f2705464c9b323d89920eec19,602ef747dc9a4a81bb16d8a43e540130,lmsys/sharegpt-vicuna,Classify,Biomedical Sciences,Natural sciences
meta-llama/Llama-2-70b-chat-hf,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-4167033f2705464c9b323d89920eec19,B,expert:awesome_dijkstra,,,2024-05-22 16:32:56.783848,B-is-slightly-better,expert,slightly,fairly-confident,4167033f2705464c9b323d89920eec19,602ef747dc9a4a81bb16d8a43e540130,lmsys/sharegpt-vicuna,Classify,Biomedical Sciences,Natural sciences
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-f0fb91c1baab45b9a9a1cfa309bdaee6,draw,expert:festive_mayer,,,2024-05-28 14:11:50.532519,Tie,expert,tie,absolutely-confident,f0fb91c1baab45b9a9a1cfa309bdaee6,604f3c30edb9428287308a951128c95c,lmsys/sharegpt-vicuna,Extract,Music,Arts & Humanities
allenai/tulu-2-70b,gpt-4-turbo-2024-04-09,False,multipref-f0fb91c1baab45b9a9a1cfa309bdaee6,A,expert:brave_pike,,,2024-05-28 14:28:24.574836,A-is-slightly-better,expert,slightly,not-confident,f0fb91c1baab45b9a9a1cfa309bdaee6,604f3c30edb9428287308a951128c95c,lmsys/sharegpt-vicuna,Extract,Music,Arts & Humanities
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-886b36a07ef347a995ad0f19190c7978,B,expert:admiring_ride,,,2024-05-27 20:23:49.040698,B-is-clearly-better,expert,clearly,absolutely-confident,886b36a07ef347a995ad0f19190c7978,605342f33ee54a20b7e4590d900e0786,allenai/WildChat,Extract,Chemistry,Natural sciences
allenai/tulu-2-70b,meta-llama/Meta-Llama-3-70B-Instruct,False,multipref-886b36a07ef347a995ad0f19190c7978,A,expert:serene_bhabha,,,2024-05-28 17:05:52.325103,A-is-slightly-better,expert,slightly,absolutely-confident,886b36a07ef347a995ad0f19190c7978,605342f33ee54a20b7e4590d900e0786,allenai/WildChat,Extract,Chemistry,Natural sciences
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-fa725b3db80949fe843214b38d99491c,A,expert:tender_booth,,,2024-05-14 20:15:11.882519,A-is-slightly-better,expert,slightly,fairly-confident,fa725b3db80949fe843214b38d99491c,60578624eba641028b16d8a80c0575ab,anthropic/helpful-base,Open QA,History,History
gpt-3.5-turbo-0125,gpt-4-turbo-2024-04-09,False,multipref-fa725b3db80949fe843214b38d99491c,B,expert:hardcore_meninsky,,,2024-05-15 03:57:32.173031,B-is-clearly-better,expert,clearly,absolutely-confident,fa725b3db80949fe843214b38d99491c,60578624eba641028b16d8a80c0575ab,anthropic/helpful-base,Open QA,History,History
