methodA,methodB,isGolden,originalName,answerValue,answerer,wasDiscarded,modelProbability,answeredAt,sourceWinner
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4161,draw,1fe7ad38e8766b53bf49d7d430b51485bde2a731965aa30733d777bf8ef92740,,,2025-04-05 08:45:44.384,tie
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4162,A,8adc07482d45108b2cbe24a84d5f2b13e034a8b8fefa6f7599ce77221b5b2ffc,,,2025-04-05 08:49:19.317,model_a
api-gpt-4o-mini-search,gemini-2.5-pro-grounding,False,search-arena-4163,A,031530451f7538ac635abec151a4d7899093c7ae3b162e749c3ada9c42a00fe3,,,2025-04-05 08:50:31.777,model_a
gemini-2.0-flash-grounding,gemini-2.0-flash-grounding,False,search-arena-4164,A,a80fd8f823fade7d1b553b5af6348df4c3af9a3eb64ce99c54cb927413eb0fd5,,,2025-04-05 08:53:03.847,model_a
ppl-sonar,api-gpt-4o-search-high,False,search-arena-4165,draw,710c459ea5f4af0194156ad6a0d89cd722067de177ef0afb87e622377f9b82b9,,,2025-04-05 08:56:36.638,tie
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4166,B,3b209a841fb480a18663b61a19fe34e0f87085266dd4f9c489c6d1a281f46c76,,,2025-04-05 09:08:24.129,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4167,draw,3b209a841fb480a18663b61a19fe34e0f87085266dd4f9c489c6d1a281f46c76,,,2025-04-05 09:08:24.129,tie
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4168,A,3b209a841fb480a18663b61a19fe34e0f87085266dd4f9c489c6d1a281f46c76,,,2025-04-05 09:08:24.129,model_a
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4169,A,012feba50850b975237a0c23624f4dc2c95ecfbbbe3cf26755529e8c9f47cf69,,,2025-04-05 09:22:19.246,model_a
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4170,A,bc0d5551fdca8f8896a8c1b0fb581aaba3fa0fd0911fd73a7e21a77654acb3be,,,2025-04-05 09:29:20.330,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4171,draw,6c3050af1c0bc3693c2e67526269fe8ea283eeb476210b737224be9bc7a69763,,,2025-04-05 09:54:05.464,tie
ppl-sonar-reasoning,gemini-2.0-flash-grounding,False,search-arena-4172,B,c85ea5700091f2c084049f86911ac50415c0d17413b813bf2560f6f70b4c6de4,,,2025-04-05 10:02:16.629,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4173,B,ff87009cc7824c675b93d38dd3eaa269c47994546c613bdb9d8a426ead80e8e2,,,2025-04-05 10:04:58.417,model_b
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4174,A,ff87009cc7824c675b93d38dd3eaa269c47994546c613bdb9d8a426ead80e8e2,,,2025-04-05 10:04:58.417,model_a
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4175,B,ff87009cc7824c675b93d38dd3eaa269c47994546c613bdb9d8a426ead80e8e2,,,2025-04-05 10:04:58.417,model_b
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4176,draw,0afb149d99b378e484f93fe9c350534f8de9f48ec1fdccaff5bdccc9a0589ca0,,,2025-04-05 10:05:11.826,tie (bothbad)
ppl-sonar,gemini-2.5-pro-grounding,False,search-arena-4177,draw,1fe7ad38e8766b53bf49d7d430b51485bde2a731965aa30733d777bf8ef92740,,,2025-04-05 10:12:07.408,tie (bothbad)
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4178,draw,2070580bcb862a60a32abae14cdaa675ac8cf64b1f8d4e66d99d9f11fff9c8d6,,,2025-04-05 10:29:02.386,tie
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4179,A,f0d377effcd65aa907074d86f76efb1ad59b1e871f9067c098d4dca654494c58,,,2025-04-05 10:32:47.193,model_a
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4180,draw,8e16996af36a4ab4114f4f30db3e967d034b76ffa38a1b8776b43c8c967ce7cf,,,2025-04-05 10:37:46.673,tie (bothbad)
api-gpt-4o-search-high,ppl-sonar,False,search-arena-4181,draw,acc055369da07ffac513003611df209487deb6846cbde6e24d921849d03d0fe5,,,2025-04-05 10:38:29.577,tie
api-gpt-4o-mini-search,api-gpt-4o-search-high,False,search-arena-4182,A,acc055369da07ffac513003611df209487deb6846cbde6e24d921849d03d0fe5,,,2025-04-05 10:40:44.383,model_a
ppl-sonar-reasoning,ppl-sonar-pro,False,search-arena-4183,draw,acc055369da07ffac513003611df209487deb6846cbde6e24d921849d03d0fe5,,,2025-04-05 10:42:58.019,tie (bothbad)
ppl-sonar-reasoning,ppl-sonar,False,search-arena-4184,draw,2494567d7b44d037284f7a6f63a35b826e3eb2ea1bb1d3bde4b0f3a43cf90049,,,2025-04-05 10:43:32.935,tie
api-gpt-4o-mini-search,ppl-sonar-pro-high,False,search-arena-4185,B,d892bd662332798f32498bfd1ccb05d16d09127cb1d87f3bbaa2bdbdb81223b5,,,2025-04-05 10:46:19.653,model_b
ppl-sonar-reasoning,ppl-sonar-reasoning,False,search-arena-4186,draw,acc055369da07ffac513003611df209487deb6846cbde6e24d921849d03d0fe5,,,2025-04-05 10:46:29.744,tie
ppl-sonar-pro,api-gpt-4o-search-high-loc,False,search-arena-4187,draw,ad79982d0ec2bbb12e8c869526cdb65517be0e24a1e36272fc1057b7b6b551da,,,2025-04-05 10:51:53.254,tie
ppl-sonar-pro,ppl-sonar-pro-high,False,search-arena-4188,B,c85ea5700091f2c084049f86911ac50415c0d17413b813bf2560f6f70b4c6de4,,,2025-04-05 10:57:05.868,model_b
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4189,B,427b808f7ef251f792fd53545298b52a9b43bab09be615b61e7b03d2e2a847d5,,,2025-04-05 11:01:52.956,model_b
ppl-sonar-pro-high,ppl-sonar,False,search-arena-4190,draw,acc055369da07ffac513003611df209487deb6846cbde6e24d921849d03d0fe5,,,2025-04-05 11:02:02.812,tie
api-gpt-4o-search-high-loc,api-gpt-4o-search-high,False,search-arena-4191,A,9f17e71a12eb002fc44ee9bb7c3a401e5eb9932918b5764ce0c7aa17bc03b3f0,,,2025-04-05 11:03:14.359,model_a
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-4192,B,bf235b9223e3f78a9ca112bea612cc99935ec89ceff519ec14ae85a132ffc3c4,,,2025-04-05 11:12:01.158,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4193,A,bf235b9223e3f78a9ca112bea612cc99935ec89ceff519ec14ae85a132ffc3c4,,,2025-04-05 11:18:40.784,model_a
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4194,A,8367699af291a8a01a1fe7ec188008112f3b8afb4041c4708d65c85d0ab035e8,,,2025-04-05 11:29:01.299,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4195,draw,1a87091da2b265071c43ada29efe5aa99a35caec34dccfe0ad008ff7ddde37e8,,,2025-04-05 11:29:08.184,tie (bothbad)
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4196,B,5290f120c8f969a4b09ba0d0c22576cdb9c0f27187c2474466d19f5cec966cec,,,2025-04-05 11:53:10.085,model_b
ppl-sonar-pro,gemini-2.5-pro-grounding,False,search-arena-4197,A,85c45a92574d35ba8baaeada412c130316c059c3ab2e21fac18409fc2c6a1ca4,,,2025-04-05 12:14:13.997,model_a
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-4198,A,051b771323b90485808936e919a0d335f6cd06c9510ec7c73274cf2dbae5b1e3,,,2025-04-05 12:21:12.921,model_a
gemini-2.5-pro-grounding,ppl-sonar-reasoning,False,search-arena-4199,B,267c2d9546380e471fdf0e6fda90380e079a6b304bc36a3819ae5e13fa214190,,,2025-04-05 12:22:00.180,model_b
api-gpt-4o-mini-search,gemini-2.5-pro-grounding,False,search-arena-4200,draw,051b771323b90485808936e919a0d335f6cd06c9510ec7c73274cf2dbae5b1e3,,,2025-04-05 12:22:08.975,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4201,draw,bda309af066bc85a66a1ba28000501c89162ee6f4e057588efe64983b55f7f95,,,2025-04-05 12:32:30.609,tie (bothbad)
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4202,A,3aaf09d011567c1295533e6609a4ec67c16ed8aa744dac1db4ed0aac2800b518,,,2025-04-05 12:35:09.175,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4203,draw,c0b975f0ace8eaa8b9baed4191ea43ecd89c77fc2a7b1bb1fcd581d68eefff94,,,2025-04-05 12:46:54.052,tie
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4204,B,4006431b44f9383ebe266ac906ad7995b865af9a0602a3656dce9c8a1a679d7e,,,2025-04-05 12:46:57.440,model_b
api-gpt-4o-mini-search,gemini-2.5-pro-grounding,False,search-arena-4205,B,c0b975f0ace8eaa8b9baed4191ea43ecd89c77fc2a7b1bb1fcd581d68eefff94,,,2025-04-05 12:48:21.147,model_b
ppl-sonar,api-gpt-4o-search-high-loc,False,search-arena-4206,B,84373f84ab3ae46007e04cfce73d98255beb399f82abf5c6683986c5e2767621,,,2025-04-05 13:02:11.618,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4207,B,77a582a119c428da99453507e2790c2c7b960a1dc1519f8a9f4dea24cac0554f,,,2025-04-05 13:10:09.143,model_b
gemini-2.5-pro-grounding,gemini-2.0-flash-grounding,False,search-arena-4208,A,012feba50850b975237a0c23624f4dc2c95ecfbbbe3cf26755529e8c9f47cf69,,,2025-04-05 13:15:35.260,model_a
gemini-2.5-pro-grounding,ppl-sonar-reasoning,False,search-arena-4209,A,012feba50850b975237a0c23624f4dc2c95ecfbbbe3cf26755529e8c9f47cf69,,,2025-04-05 13:17:51.804,model_a
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4210,A,32b2da5a9262a0e6a1ad7eeb29c894a110228d9804d35d9c201581740facc24e,,,2025-04-05 13:18:56.428,model_a
api-gpt-4o-mini-search,gemini-2.0-flash-grounding,False,search-arena-4211,B,012feba50850b975237a0c23624f4dc2c95ecfbbbe3cf26755529e8c9f47cf69,,,2025-04-05 13:20:07.851,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4212,draw,4927b3ab0915772e3eb33733f496c171fdd68973550486c5c20b5cd5929a65a8,,,2025-04-05 13:22:57.686,tie (bothbad)
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4213,A,ddb59e221a5eb7bef62063ac39c1b3c1136e10be39594b4fef528fa74c287bf3,,,2025-04-05 13:31:57.997,model_a
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4214,B,4927b3ab0915772e3eb33733f496c171fdd68973550486c5c20b5cd5929a65a8,,,2025-04-05 13:40:21.406,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4215,draw,4881b9fc3be152efdbb4ab92f8bbdb6d6dbc47d0d1d6180b34c6cf28a10af360,,,2025-04-05 13:48:41.865,tie
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4216,B,dbbd553665757f555e1b80170c9aa2ddfd95008b04eae9228124363f20f826a4,,,2025-04-05 13:49:24.164,model_b
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4217,B,dbbd553665757f555e1b80170c9aa2ddfd95008b04eae9228124363f20f826a4,,,2025-04-05 13:49:24.164,model_b
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-4218,B,d5e2053526812430429e7a4c285f6eaa48ade06ea41983576ced173a3029393d,,,2025-04-05 13:53:29.985,model_b
api-gpt-4o-search-high,ppl-sonar,False,search-arena-4219,draw,82b4d11dcee9389eb35d886cd56fa74bea062e2fcb81ddb1c3f960814ee803a1,,,2025-04-05 13:54:06.474,tie
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4220,A,e47969a0b65e38977bf0e2f6821c9e730974d387c9304665177976059715e961,,,2025-04-05 14:01:01.343,model_a
api-gpt-4o-search-high,api-gpt-4o-search,False,search-arena-4221,draw,e2190d0c73929ed5c2b96035a578a7d4ca1055986290f57aa31137e000e52c89,,,2025-04-05 14:02:45.468,tie (bothbad)
api-gpt-4o-search,api-gpt-4o-search-high,False,search-arena-4222,draw,e2190d0c73929ed5c2b96035a578a7d4ca1055986290f57aa31137e000e52c89,,,2025-04-05 14:04:29.990,tie (bothbad)
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-4223,draw,e2190d0c73929ed5c2b96035a578a7d4ca1055986290f57aa31137e000e52c89,,,2025-04-05 14:06:06.346,tie (bothbad)
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4224,B,ead2fe5063917a64a9407d78469dad2c69d862c80cf483c450cbf1d14fe63454,,,2025-04-05 14:06:37.905,model_b
ppl-sonar,api-gpt-4o-mini-search,False,search-arena-4225,A,8076368637eb1c6fc1435ed5016ba7610dd4e9946c997b2fcdadc1f5cc9305b7,,,2025-04-05 14:17:15.102,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4226,B,e2190d0c73929ed5c2b96035a578a7d4ca1055986290f57aa31137e000e52c89,,,2025-04-05 14:17:24.315,model_b
api-gpt-4o-search-high,gemini-2.0-flash-grounding,False,search-arena-4227,A,4c935b23bb7909197cd9336fed1a1c091d06e71ec91100dd371be7bdbcc1483b,,,2025-04-05 14:29:29.645,model_a
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4228,draw,da530e939f32928d9a8a7015053aa87f103381caf6a6e79dbec677fc46f135e4,,,2025-04-05 14:35:36.846,tie
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4229,draw,aa571c7f0260d483ae5f32e14cc89ab3fd59278691fc480bf8dd2803c9756617,,,2025-04-05 14:37:11.389,tie
api-gpt-4o-mini-search,gemini-2.5-pro-grounding,False,search-arena-4230,B,e0892dea46a3a7ea34fb8a84b83ea9e91bc41582f1ba3ad845b46e5f16c896ea,,,2025-04-05 14:40:33.059,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4231,A,a4446c3e2959f73d6d0ebb69bf64d1ff786168faf707cdb36978a481cdb3604b,,,2025-04-05 14:45:11.549,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4232,draw,0afb149d99b378e484f93fe9c350534f8de9f48ec1fdccaff5bdccc9a0589ca0,,,2025-04-05 14:54:58.656,tie (bothbad)
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4233,draw,e71d56683ce097a640ac767641314daf6649317dece3eae57373ea12db5f54f8,,,2025-04-05 15:30:59.371,tie
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4234,A,70d6b3ea080364ddcc5ab26dcdb730aa00f25a252f8c746198859a958b2c400a,,,2025-04-05 15:33:22.622,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high,False,search-arena-4235,B,70d6b3ea080364ddcc5ab26dcdb730aa00f25a252f8c746198859a958b2c400a,,,2025-04-05 15:33:22.622,model_b
ppl-sonar-pro-high,gemini-2.0-flash-grounding,False,search-arena-4236,B,4a8951bbac0189dccd7ea1c672e6afb5b7655b73f1e5d54ce49f6b139e3ba33f,,,2025-04-05 15:41:46.059,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4237,A,4da12318c15f8157772468f3abe123b303d1fca2a0ea16179bf18e46a742b72e,,,2025-04-05 15:52:26.085,model_a
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4238,A,4da12318c15f8157772468f3abe123b303d1fca2a0ea16179bf18e46a742b72e,,,2025-04-05 15:52:26.085,model_a
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4239,A,4da12318c15f8157772468f3abe123b303d1fca2a0ea16179bf18e46a742b72e,,,2025-04-05 15:57:09.873,model_a
api-gpt-4o-search,gemini-2.5-pro-grounding,False,search-arena-4240,draw,b76d352db5c1f262a211405484bbccce12ed1fd0e0f5694cd6631b2ffbcbbbf1,,,2025-04-05 15:57:34.229,tie (bothbad)
api-gpt-4o-search-high,ppl-sonar-pro-high,False,search-arena-4241,B,b76d352db5c1f262a211405484bbccce12ed1fd0e0f5694cd6631b2ffbcbbbf1,,,2025-04-05 16:02:08.103,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4242,draw,6e7176757b17d4b117463662ef2305230d8414536163942af0288fae77acb218,,,2025-04-05 16:03:52.345,tie
ppl-sonar-reasoning,api-gpt-4o-search,False,search-arena-4243,A,8e21ddd375fcf5730dc6c38c21e4129e2882a4ea7eadde7d967d640b22d0942e,,,2025-04-05 16:04:55.112,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4244,draw,4da12318c15f8157772468f3abe123b303d1fca2a0ea16179bf18e46a742b72e,,,2025-04-05 16:13:29.295,tie
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4245,draw,f0c26e2b24d062c161276513e45b32595f02a09a2a12f8619cb0bf41940a93ef,,,2025-04-05 16:14:54.246,tie
api-gpt-4o-search,api-gpt-4o-mini-search,False,search-arena-4246,B,267c2d9546380e471fdf0e6fda90380e079a6b304bc36a3819ae5e13fa214190,,,2025-04-05 16:23:46.925,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4247,A,0b7c8808b8adb3431f59601eb4c1a7b361d3864bd29a73329d8d4d101fc5ae32,,,2025-04-05 16:25:15.332,model_a
api-gpt-4o-search-high,api-gpt-4o-search-high-loc,False,search-arena-4248,B,541ca880e86ba04e795e05b7650a51b869318ba89299f5d28b4eedbdeb6d6f72,,,2025-04-05 16:46:04.278,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high-loc,False,search-arena-4249,B,594d9d7a0147836e9c0bdaadc7b93b5d481ce7afb710e0345ff57221593f25bc,,,2025-04-05 16:52:21.652,model_b
gemini-2.0-flash-grounding,ppl-sonar-reasoning,False,search-arena-4250,A,18524b355f0c4fe312caaa349c4befc578f5d991c88b22f321af20aa158aaa7e,,,2025-04-05 17:00:12.597,model_a
api-gpt-4o-search-high,api-gpt-4o-mini-search,False,search-arena-4251,B,f7acffdbc4692c477f1b8aa4477217fd8abfab4088947f812f5bdcde572940dc,,,2025-04-05 17:00:45.679,model_b
api-gpt-4o-search-high,ppl-sonar,False,search-arena-4252,B,e78ea41b73816864537d1c9df63b9417e045707456029da5b3a777fe169e2cd9,,,2025-04-05 17:01:27.730,model_b
api-gpt-4o-search-high,gemini-2.5-pro-grounding,False,search-arena-4253,B,f02860d7d2ead305e13bef5775c7999fb8feac3b33015a0bd57550797a209594,,,2025-04-05 17:25:46.704,model_b
api-gpt-4o-search-high-loc,ppl-sonar-pro-high,False,search-arena-4254,draw,32f4c68eab3796a1c58360a05f6676fe8150b89f8cd7710ceee435f362c588b2,,,2025-04-05 17:31:44.395,tie
ppl-sonar-reasoning,api-gpt-4o-search-high-loc,False,search-arena-4255,B,cee3dd81a44c0435dbed3dbe0d58911ab0cc3391b7ab9d51ac2a279c0359b461,,,2025-04-05 17:35:05.394,model_b
gemini-2.0-flash-grounding,ppl-sonar-pro-high,False,search-arena-4256,B,30effba958096b8012dfd020113306fd557eadacf85270ce84445fbd116f5a65,,,2025-04-05 17:50:54.041,model_b
api-gpt-4o-search,gemini-2.0-flash-grounding,False,search-arena-4257,A,0c3a8132002cac526f7473704e1208c3823b48ff717de3102f2ede6d972e2c50,,,2025-04-05 17:52:45.488,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4258,A,6a920ad98eafeb87323659866037ca2f2f1a6b249c82d54e486ae4bd6a30db3a,,,2025-04-05 17:59:02.052,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4259,B,6a920ad98eafeb87323659866037ca2f2f1a6b249c82d54e486ae4bd6a30db3a,,,2025-04-05 17:59:02.052,model_b
ppl-sonar,api-gpt-4o-search-high-loc,False,search-arena-4260,A,819f8b94a83b4220d8899efc49350af44d958eac9c4590f95e8429f435485ad8,,,2025-04-05 18:22:20.713,model_a
ppl-sonar-pro-high,ppl-sonar-pro,False,search-arena-4261,B,4b325de8eaf257440dc26dbf906e1f5bfbfb4d2e4b260755c8152d4029a11f4c,,,2025-04-05 18:23:07.665,model_b
api-gpt-4o-search-high-loc,gemini-2.0-flash-grounding,False,search-arena-4262,A,4b325de8eaf257440dc26dbf906e1f5bfbfb4d2e4b260755c8152d4029a11f4c,,,2025-04-05 18:24:24.103,model_a
ppl-sonar-reasoning,ppl-sonar-reasoning,False,search-arena-4263,draw,4b325de8eaf257440dc26dbf906e1f5bfbfb4d2e4b260755c8152d4029a11f4c,,,2025-04-05 18:26:23.911,tie
ppl-sonar-reasoning,ppl-sonar-pro-high,False,search-arena-4264,B,cee3dd81a44c0435dbed3dbe0d58911ab0cc3391b7ab9d51ac2a279c0359b461,,,2025-04-05 18:28:01.804,model_b
gemini-2.5-pro-grounding,api-gpt-4o-search-high,False,search-arena-4265,A,4b325de8eaf257440dc26dbf906e1f5bfbfb4d2e4b260755c8152d4029a11f4c,,,2025-04-05 18:28:16.622,model_a
api-gpt-4o-search-high-loc,ppl-sonar-pro,False,search-arena-4266,B,99516e8e8d731024f420d00f2ff60e0d2bb3e619a507086e5cb58b733a6862b5,,,2025-04-05 18:28:18.432,model_b
api-gpt-4o-search,gemini-2.0-flash-grounding,False,search-arena-4267,draw,4b325de8eaf257440dc26dbf906e1f5bfbfb4d2e4b260755c8152d4029a11f4c,,,2025-04-05 18:31:41.979,tie
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4268,A,cee3dd81a44c0435dbed3dbe0d58911ab0cc3391b7ab9d51ac2a279c0359b461,,,2025-04-05 18:32:26.022,model_a
gemini-2.5-pro-grounding,ppl-sonar-pro-high,False,search-arena-4269,A,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-05 19:11:39.380,model_a
gemini-2.0-flash-grounding,api-gpt-4o-search-high-loc,False,search-arena-4270,B,967bba76118d369d6ff1fa6d228d95ac66db72d28dff4fc56fe84ad217ed3ae2,,,2025-04-05 19:18:39.519,model_b
ppl-sonar-pro,api-gpt-4o-search-high,False,search-arena-4271,B,b295d8a7476ef41b779c53ac089277cd59c2f63d10123ab700837cef5df1177f,,,2025-04-05 19:19:54.628,model_b
api-gpt-4o-search,api-gpt-4o-search,False,search-arena-4272,draw,967bba76118d369d6ff1fa6d228d95ac66db72d28dff4fc56fe84ad217ed3ae2,,,2025-04-05 19:20:09.824,tie
api-gpt-4o-search,ppl-sonar-pro,False,search-arena-4273,A,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-05 19:20:47.325,model_a
ppl-sonar,gemini-2.0-flash-grounding,False,search-arena-4274,draw,b295d8a7476ef41b779c53ac089277cd59c2f63d10123ab700837cef5df1177f,,,2025-04-05 19:22:55.238,tie (bothbad)
api-gpt-4o-search-high,ppl-sonar-reasoning,False,search-arena-4275,B,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-05 19:24:34.669,model_b
ppl-sonar-pro,gemini-2.0-flash-grounding,False,search-arena-4276,A,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-05 19:26:24.005,model_a
ppl-sonar-pro-high,ppl-sonar-pro-high,False,search-arena-4277,draw,ff87009cc7824c675b93d38dd3eaa269c47994546c613bdb9d8a426ead80e8e2,,,2025-04-05 19:27:16.333,tie
api-gpt-4o-search-high-loc,ppl-sonar-reasoning,False,search-arena-4278,draw,b295d8a7476ef41b779c53ac089277cd59c2f63d10123ab700837cef5df1177f,,,2025-04-05 19:27:34.738,tie (bothbad)
ppl-sonar-reasoning,gemini-2.5-pro-grounding,False,search-arena-4279,B,8d1e77e82693ac0e577a40a57b720c9842af131064241c5e1b8333f11032d62e,,,2025-04-05 19:37:17.276,model_b
ppl-sonar-pro-high,api-gpt-4o-search,False,search-arena-4280,A,30effba958096b8012dfd020113306fd557eadacf85270ce84445fbd116f5a65,,,2025-04-05 19:47:46.013,model_a
api-gpt-4o-search-high-loc,api-gpt-4o-search,False,search-arena-4281,B,8982dd00ac6d52ef287151f3d7f1b37e9e1da859c97913f92d17a920a7f12484,,,2025-04-05 19:50:13.965,model_b
gemini-2.0-flash-grounding,api-gpt-4o-search-high,False,search-arena-4282,B,58c90793338e78f49a92772ebf5de1a0c86166d5ca44f9d49b6841711fec9d8d,,,2025-04-05 19:51:29.770,model_b
ppl-sonar-reasoning,api-gpt-4o-search-high,False,search-arena-4283,A,2e9394f830ae17be5e8735018530765ba090941117f574bb8de5ea82271d79e3,,,2025-04-05 19:59:19.268,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4284,A,19f705fcbb615204887a547b37250256dd30af990ed79e2d7a0294cf2e1475bd,,,2025-04-05 19:59:45.180,model_a
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4285,A,30effba958096b8012dfd020113306fd557eadacf85270ce84445fbd116f5a65,,,2025-04-05 20:00:30.280,model_a
ppl-sonar-pro,ppl-sonar-pro,False,search-arena-4286,draw,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:22:54.768,tie
ppl-sonar-pro-high,gemini-2.5-pro-grounding,False,search-arena-4287,draw,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:25:17.718,tie (bothbad)
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4288,B,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:29:00.265,model_b
gemini-2.0-flash-grounding,gemini-2.5-pro-grounding,False,search-arena-4289,B,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:29:00.265,model_b
ppl-sonar,ppl-sonar,False,search-arena-4290,B,467ed4ff38713a087fdec98aefe2d39e400065276853e22a319ef1a8ade44fc8,,,2025-04-05 20:29:28.280,model_b
ppl-sonar-pro-high,api-gpt-4o-search-high-loc,False,search-arena-4291,A,f34f10d5dc1b44fb0adea677345a6bebf8d3ea56508808febaa71810652cb18a,,,2025-04-05 20:32:38.692,model_a
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-4292,B,a505b6b1d3abf9d7b6f5cafb289a6bbeda281af21e3fcb98ccc4ead211591e53,,,2025-04-05 20:33:47.731,model_b
ppl-sonar-pro-high,ppl-sonar-reasoning,False,search-arena-4293,draw,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:38:05.012,tie
ppl-sonar-pro,ppl-sonar-reasoning,False,search-arena-4294,B,a3f27aa15b154e0c63c40c16cdd0d3a899a634302f388e23d6b9bea796819846,,,2025-04-05 20:41:01.313,model_b
gemini-2.5-pro-grounding,gemini-2.5-pro-grounding,False,search-arena-4295,draw,f0d377effcd65aa907074d86f76efb1ad59b1e871f9067c098d4dca654494c58,,,2025-04-05 20:41:21.442,tie (bothbad)
